"","id","Year","Gender (MW)","Race/Ethnicity","State Groups","Admit Date","Admit Date (group)","Acad Rating","Origin Group","Orientation","High School Type","Campus Visit","Open House Status","Fin Aid App","FAFSA Date","Enrolled","Career Objective","Diversity","Honors","PresidentialMerit"
"14330",879325,2018,"Men","White","Out-of-State","9/6/2017","Before January",3,"Campus Visit","None","Public","Other Visit","None","by Apr 30","10/10/2017",0,"Health Professions and Related Clinical Sciences",0,0,0
"14331",879332,2018,"Men","Asian, Pacific Isl*","Out-of-State","2/14/2018","February",4,"Application","None","Public","Did not Visit","None","by Apr 30","3/1/2018",0,"Physical Sciences",1,0,0
"14332",879366,2019,"Women","Black/Af. Amer.","Out-of-State","1/9/2019","January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14333",879384,2021,"Women","White","Out-of-State","12/1/2020","Before January",4,"Search","4th","Public","Orientation","Spring","by Apr 30","11/25/2020",1,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14334",879396,2017,"Men","White","In-State","9/20/2016","Before January",3,"Application","None","Public","Did not Visit","None","by Apr 30","11/4/2016",0,"Health Professions and Related Clinical Sciences",1,0,0
"14335",879400,2018,"Women","White","Out-of-State","1/30/2018","January",4,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14336",879466,2017,"Women","Black/Af. Amer.","In-State","11/15/2016","Before January",3,"Application","None","Public","Did not Visit","None","by Apr 30","10/29/2016",0,"Health Professions and Related Clinical Sciences",1,0,0
"14337",879494,2021,"Men","Hispanic","In-State","2/24/2021","February",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Engineering",0,0,0
"14338",879505,2019,"Men","White","In-State","3/4/2019","March",1,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14339",879525,2017,"Women","White","In-State","10/13/2016","Before January",4,"Application","1st","Public","Orientation","Spring","by Apr 30","10/25/2016",1,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"14340",879729,2020,"Men","Black/Af. Amer.","In-State","3/3/2020","March",6,"Web Create Account","Virtual","Public","Orientation","None","by Apr 30","1/30/2020",1,"Computer and Information Sciences and Support Services",0,0,0
"14341",879737,2021,"Women","White","Out-of-State","3/4/2021","March",2,"Internet","None","Public","Other Visit","None","by Apr 30","10/2/2020",0,"Health Professions and Related Clinical Sciences",0,0,0
"14342",879741,2019,"Women","Two or More","In-State","1/3/2019","January",4,"Web Create Account","1st","Public","Orientation","None","by Apr 30","1/31/2019",1,"Health Professions and Related Clinical Sciences",1,0,0
"14343",879743,2018,"Men","White","Out-of-State","2/15/2018","February",3,"Application","None","Private","Did not Visit","None","by Apr 30","2/14/2018",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14344",879744,2021,"Men","Asian, Pacific Isl*","In-State","2/9/2021","February",6,"Common App Suspect/Prospect","Virtual","Public","Orientation","None","by Apr 30","1/30/2021",1,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14345",879811,2020,"Men","White","In-State","9/12/2019","Before January",1,"Search","None","Public","Did not Visit","None","by Apr 30","10/8/2019",0,"Engineering",0,0,1
"14346",879831,2019,"Women","Black/Af. Amer.","In-State","12/13/2018","Before January",1,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"None",1,0,0
"14347",879876,2019,"Men","Black/Af. Amer.","In-State","11/8/2018","Before January",4,"Other","None","Private","Other Visit","None","by Apr 30","10/1/2018",0,"None",1,0,0
"14348",879883,2019,"Women","White","In-State","12/19/2018","Before January",3,"Application","None","Public","Did not Visit","None","by Apr 30","12/16/2018",0,"Health Professions and Related Clinical Sciences",0,0,0
"14349",879901,2017,"Women","Hispanic","Out-of-State","4/11/2017","April",1,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14350",879942,2017,"Women","White","In-State","1/5/2017","January",3,"College Night","2nd","Public","Orientation","None","by Apr 30","12/27/2016",1,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"14351",879954,2020,"Women","Hispanic","In-State","10/24/2019","Before January",4,"Application","None","Public","Did not Visit","None","by Apr 30","10/3/2019",0,"Unknown/Deciding",0,0,0
"14352",880065,2019,"Men","Black/Af. Amer.","Out-of-State","12/18/2018","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14353",880092,2018,"Women","White","In-State","10/24/2017","Before January",1,"Campus Visit","None","Public","Other Visit","None","by Apr 30","10/17/2017",0,"Biological and Biomedical Sciences",0,0,0
"14354",880156,2018,"Men","Black/Af. Amer.","In-State","3/20/2018","March",5,"Internet","1st","Public","Orientation","None","by Apr 30","3/16/2018",1,"Health Professions and Related Clinical Sciences",1,0,0
"14355",880219,2017,"Women","Black/Af. Amer.","In-State","11/7/2016","Before January",3,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"14356",880249,2021,"Women","Black/Af. Amer.","In-State","4/28/2021","April",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14357",880267,2020,"Men","Black/Af. Amer.","In-State","11/14/2019","Before January",2,"Private Institutions","None","Private","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",0,0,0
"14358",880276,2020,"Men","Hispanic","In-State","1/16/2020","January",6,"Application","None","Public","Did not Visit","None","by Apr 30","1/14/2020",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14359",880317,2019,"Women","Unknown","In-State","12/13/2018","Before January",3,"Application","None","Public","Did not Visit","None","by Apr 30","11/24/2018",0,"Public Administration and Social Service Professions",0,0,0
"14360",880404,2021,"Men","Black/Af. Amer.","Out-of-State","11/9/2020","Before January",3,"Search","None","Public","Other Visit","None","by Apr 30","11/11/2020",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14361",880434,2017,"Women","Black/Af. Amer.","In-State","4/18/2017","April",4,"Search","None","Public","Did not Visit","None","May-Sept","5/15/2017",0,"Health Professions and Related Clinical Sciences",1,0,0
"14362",880480,2019,"Women","White","In-State","12/18/2018","Before January",3,"Application","None","Public","Did not Visit","None","by Apr 30","11/30/2018",0,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"14363",880499,2018,"Men","Black/Af. Amer.","Out-of-State","3/7/2018","March",4,"Application","2nd","Public","Orientation","None","by Apr 30","3/6/2018",1,"Education",1,0,0
"14364",880586,2017,"Men","Hispanic","In-State","3/15/2017","March",3,"College Night","1st","Public","Orientation","None","by Apr 30","10/16/2016",1,"Physical Sciences",1,0,0
"14365",880602,2021,"Women","White","In-State","11/24/2020","Before January",1,"Referral","None","Public","Other Visit","None","by Apr 30","10/6/2020",0,"Unknown/Deciding",0,0,0
"14366",880643,2017,"Women","White","In-State","10/25/2016","Before January",3,"Web Create Account","None","Public","Did not Visit","None","by Apr 30","11/14/2016",0,"Security and Protective Services",0,0,0
"14367",880703,2020,"Men","Black/Af. Amer.","Out-of-State","12/2/2019","Before January",6,"Web Create Account","None","Public","Other Visit","None","by Apr 30","10/20/2019",0,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"14368",880718,2020,"Men","Black/Af. Amer.","In-State","12/16/2019","Before January",5,"Application","None","Public","Other Visit","None","by Apr 30","10/14/2019",0,"Unknown/Deciding",0,0,0
"14369",880759,2021,"Women","Hispanic","Out-of-State","4/7/2021","April",1,"High School Visit","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14370",880771,2017,"Women","Black/Af. Amer.","In-State","9/12/2016","Before January",4,"Application","None","Public","Did not Visit","None","by Apr 30","10/1/2016",0,"Health Professions and Related Clinical Sciences",1,0,0
"14371",880779,2017,"Women","White","Out-of-State","9/8/2016","Before January",3,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Research",0,0,0
"14372",880783,2021,"Men","Unknown","Out-of-State","1/29/2021","January",2,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","10/1/2020",0,"Visual and Performing Arts",0,0,0
"14373",880799,2018,"Women","White","Out-of-State","1/3/2018","January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"14374",880841,2018,"Women","White","In-State","10/2/2017","Before January",3,"Other","3rd","Public","Orientation","None","by Apr 30","1/9/2018",1,"Health Professions and Related Clinical Sciences",0,0,0
"14375",880849,2019,"Women","Black/Af. Amer.","In-State","12/19/2018","Before January",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Biological and Biomedical Sciences",1,0,0
"14376",880913,2020,"Women","Black/Af. Amer.","Out-of-State","2/20/2020","February",3,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"14377",880953,2020,"Women","Unknown","Out-of-State","2/5/2020","February",6,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",0,0,0
"14378",880956,2018,"Women","Foreign (Non-Res)","In-State","11/30/2017","Before January",4,"Private Institutions","3rd","Public","Orientation","None","None","1/1/2050",1,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"14379",880962,2018,"Men","Black/Af. Amer.","Out-of-State","9/22/2017","Before January",3,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Security and Protective Services",1,0,0
"14380",880996,2021,"Men","White","Out-of-State","1/13/2021","January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14381",881027,2019,"Women","Black/Af. Amer.","In-State","1/24/2019","January",5,"Search","None","Public","Did not Visit","None","by Apr 30","1/1/2019",0,"Parks, Recreation, Leisure, and Fitness Studies",1,0,0
"14382",881046,2017,"Women","Black/Af. Amer.","Out-of-State","12/12/2016","Before January",1,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14383",881104,2017,"Men","Two or More","In-State","1/19/2017","January",5,"Private Institutions","None","Public","Other Visit","None","by Apr 30","10/4/2016",0,"Security and Protective Services",1,0,0
"14384",881703,2017,"Women","Two or More","In-State","4/10/2017","April",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",1,0,0
"14385",881718,2021,"Women","White","Out-of-State","12/9/2020","Before January",1,"Application","None","Private","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"14386",881723,2019,"Men","Hispanic","In-State","12/20/2018","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"14387",881747,2021,"Women","Hispanic","In-State","12/14/2020","Before January",6,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14388",881847,2019,"Men","White","In-State","4/15/2019","April",3,"Application","None","Public","Other Visit","None","by Apr 30","10/16/2018",0,"None",0,0,0
"14389",881864,2018,"Women","Black/Af. Amer.","In-State","1/16/2018","January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14390",881916,2021,"Women","White","In-State","1/11/2021","January",2,"Search","Virtual","Public","Orientation","None","by Apr 30","1/31/2021",0,"Health Professions and Related Clinical Sciences",0,0,0
"14391",881988,2018,"Women","White","Out-of-State","11/30/2017","Before January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14392",881991,2018,"Men","White","In-State","1/25/2018","January",5,"Application","None","Private","Did not Visit","None","None","1/1/2050",0,"Visual and Performing Arts",0,0,0
"14393",882078,2018,"Men","Hispanic","In-State","12/14/2017","Before January",5,"High School Visit","3rd","Public","Orientation","Spring","by Apr 30","2/26/2018",1,"Parks, Recreation, Leisure, and Fitness Studies",1,0,0
"14394",882089,2017,"Women","White","In-State","4/10/2017","April",4,"College Night","3rd","Public","Orientation","None","by Apr 30","2/28/2017",1,"Security and Protective Services",0,0,0
"14395",882129,2018,"Men","White","In-State","10/24/2017","Before January",3,"Web Create Account","1st","Public","Orientation","None","by Apr 30","10/10/2017",1,"Security and Protective Services",0,0,0
"14396",882179,2019,"Women","Black/Af. Amer.","In-State","11/10/2018","Before January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"14397",882241,2019,"Men","White","In-State","5/20/2019","May",3,"Application","1st","Public","Orientation","None","by Apr 30","4/8/2019",1,"None",0,0,0
"14398",882270,2020,"Women","White","In-State","9/23/2019","Before January",1,"Private Institutions","Virtual","Public","Orientation","None","by Apr 30","1/19/2020",1,"Health Professions and Related Clinical Sciences",0,0,1
"14399",882329,2017,"Women","White","Out-of-State","9/13/2016","Before January",2,"Internet","None","Private","Other Visit","None","by Apr 30","10/9/2016",0,"Unknown/Deciding",0,0,0
"14400",882335,2019,"Women","White","In-State","11/21/2018","Before January",2,"Internet","1st","Public","Orientation","Early","by Apr 30","11/12/2018",1,"Education",0,0,0
